majorGrp,Total,White,Black,Asian,Latinx,pctAsian,pctBlack,pctLatinx,pctWhite,blockGrps,geometry,fl_count,flArea,totArea,pctFlood
Asian,3814,557,157,2431,637,192.2261384213154,16.971301024609726,47.20566491268994,41.411103291658165,3,"MULTIPOLYGON (((926751.9899346652 4209490.057547917, 926783.0278279613 4209246.795930039, 926797.0303812537 4208862.557473502, 926791.273509347 4208746.743379707, 925705.0387467106 4209409.862986446, 925651.4319609363 4209432.269950243, 926751.9899346652 4209490.057547917)), ((948259.7055472669 4211504.110899919, 948292.969681476 4211420.528409799, 948332.38023872 4210914.102419949, 948346.7726520805 4210607.056959273, 948033.2035648657 4210593.081322311, 948008.3819101078 4211110.379731159, 948047.6172955444 4211257.513657951, 948259.7055472669 4211504.110899919)), ((940965.6690324522 4216787.253577798, 941309.0233690634 4216796.060583594, 941329.8508646146 4216359.354151125, 941003.0642180486 4216224.303828854, 940762.195017996 4216201.961822493, 940697.9441166706 4216445.859846072, 940695.9908332895 4216693.742113905, 940966.2609096991 4216706.657202782, 940965.6690324522 4216787.253577798)))",2165,216500,952855.79,22.72
